,image_name,door_or_face,image_type,gender,type,pct_endorsed_child,pct_endorsed_singledoor,general_dprime,highconfidence_treshold_dprime,highconfidence_subset_dprime,age_group,age_rating,ISSUES_lookingforwardsmiling,ISSUES_lookfake,ISSUES_standout,ISSUES_duplicate,ISSUES_SUM,door0_or_face1,distance,weights,subclass,use
116,AD_115.jpg,door,double_green,double,green,NA,0.125,0.60892178,-1.317835156,0.746766482,NA,NA,NA,NA,NA,NA,NA,0,0.332433425,1,41,task
117,BD_183.jpg,door,double_green,double,green,NA,0.181818182,0.256469917,-2.069164466,0.225387837,NA,NA,NA,NA,NA,NA,NA,0,0.490593221,1,42,task
118,BD_237.jpg,door,double_green,double,green,NA,0.035714286,0.176185719,-1.111311334,0.475950049,NA,NA,NA,NA,NA,NA,NA,0,0.301140602,1,21,task
119,AD_077_cropped.jpg,door,double_pink,double,pink,NA,0.043478261,0.670871229,-0.780819662,1.133179061,NA,NA,NA,NA,NA,NA,NA,0,0.227791839,1,15,task
120,BD_192.jpg,door,double_red,double,red,NA,0.052631579,0.120757092,-2.110149712,-0.608027151,NA,NA,NA,NA,NA,NA,NA,0,0.572919257,1,38,task
121,edited_DD_KD_07.jpg,door,double_red,double,red,NA,0.136363636,0.513450991,-1.206159239,0.192978017,NA,NA,NA,NA,NA,NA,NA,0,0.359523218,1,35,task
122,AD_015.jpg,door,double_white,double,white,NA,0.111111111,0.452350523,-1.664885813,0.379027404,NA,NA,NA,NA,NA,NA,NA,0,0.415829002,1,22,task
123,AD_021.jpg,door,double_white,double,white,NA,0.090909091,0.261625786,-1.385333504,1.251904397,NA,NA,NA,NA,NA,NA,NA,0,0.281373637,1,20,task
124,AD_047.jpg,door,double_white,double,white,NA,0.043478261,0.635287931,-0.641089536,0.842383755,NA,NA,NA,NA,NA,NA,NA,0,0.229305586,1,13,task
125,BD_208_cropped.jpg,door,double_white,double,white,NA,0.130434783,0.289623537,-1.786282989,0.073368845,NA,NA,NA,NA,NA,NA,NA,0,0.457552379,1,29,task
126,edited_DD_TA_02.jpg,door,double_yellow,double,yellow,NA,0.3125,0.347529984,-1.733739962,0.208795672,NA,NA,NA,NA,NA,NA,NA,0,0.438317083,1,6,task
127,generated_photos_5e6862566d3b380006e9552f.png.jpg,face,boys_asian,boys,asian,0.538461538,NA,0.683449913,-0.88449828,0.656670416,non_child,15,1,0,2,0,3,1,0.278498996,1,20,task
,MF016,,,,,,,,,,,,,,,,,,,,,
128,generated_photos_5e68099e6d3b380006d594e3.png.jpg,face,boys_asian,boys,asian,0.807692308,NA,0.37518284,-1.595106418,0.345023261,child,10,0,0,1,0,1,1,0.402516891,1,31,task
,MF024,,,,,,,,,,,,,,,,,,,,,
129,generated_photos_5f182c2b1f67b00006858c78.png.jpg,face,boys_asian,boys,asian,0.904761905,NA,0.296478712,-1.468570473,0.446977592,non_child,13,0,1,0,0,1,1,0.366868692,1,35,task
,MF010,,,,,,,,,,,,,,,,,,,,,
130,number_8_generated_photos_5e681f0a6d3b380006da696d.jpg,face,boys_asian,boys,asian,0.857142857,NA,0.278611942,-2.152554,-0.513570354,child,12,0,0,0,0,0,1,0.580489902,1,38,task
,MF037,,,,,,,,,,,,,,,,,,,,,
131,generated_photos_5e6856466d3b380006e69d3f.png.jpg,face,boys_asian,boys,asian,0.941176471,NA,0.262026621,-1.49197996,0.78626195,child,10,0,2,0,0,2,1,0.337601257,1,39,task
,MF002,,,,,,,,,,,,,,,,,,,,,
132,generated_photos_5e68248a6d3b380006db9be3.png.jpg,face,boys_asian,boys,asian,0.909090909,NA,0.256469917,-1.154312207,0.548281279,child,10,0,1,0,0,1,1,0.305640835,1,40,task
,MF014,,,,,,,,,,,,,,,,,,,,,
133,generated_photos_5e685c2d6d3b380006e7f0a5.png.jpg,face,boys_asian,boys,asian,0.863636364,NA,0.169161242,-1.256230921,1.311002671,child,11,0,0,1,1,2,1,0.254206219,1,2,task
,MF007,,,,,,,,,,,,,,,,,,,,,
